Year,Make,Model,Reg #,Serial Number,Price,TTAF,Landings,Location,Company,URL
2013,Bombardier,Challenger 605,N1969M,5910,13495000,2995,2151,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=199147&listingType=true
1996,Bombardier,Challenger 604,N813TA,5308,Inquire,6990,3345,"TX, US",Dallas Jet International,https://www.aso.com/listings/spec/ViewAd.aspx?id=198845&listingType=true
1997,Bombardier,Challenger 604,N800LB,5361,Inquire,9856,4149,"UT, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197683&listingType=true
2001,Bombardier,Challenger 604,N5481T,5481,Inquire,7714,5012,"OH, US",FX Solutions ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198612&listingType=true
2001,Bombardier,Challenger 604,N503PC,5503,5995000,9186,5132,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=199129&listingType=true
2002,Bombardier,Challenger 604,LN-SUN,5517,Inquire,4173,2312,NO,QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199371&listingType=true
2004,Bombardier,Challenger 604,A6-RAS,5583,Inquire,5916,2530,MC,Boutsen Aviation S.A.M.,https://www.aso.com/listings/spec/ViewAd.aspx?id=197368&listingType=true
2004,Bombardier,Challenger 604,N385CT,5592,6500000,7389,5234,"TX, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199341&listingType=true
2007,Bombardier,Challenger 604,HB-JRQ,5651,Inquire,6840,4001,CH,JETRON s.r.o.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198008&listingType=true
2007,Bombardier,Challenger 604,OE-LJS,5658,Inquire,6870,3531,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198367&listingType=true
1994,Bombardier,Challenger 601-3R,N61FF,5166,Inquire,11297,5181,"FL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196807&listingType=true
1995,Bombardier,Challenger 601-3R,N843GS,5184,Inquire,15923,8418,"NJ, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199426&listingType=true
1992,Bombardier,Challenger 601-3A,N64JS,5119,Inquire,9987,6367,CH,Pula Aviation Services Ltd,https://www.aso.com/listings/spec/ViewAd.aspx?id=196363&listingType=true
2015,Bombardier,Challenger 350,N424MP,20594,Inquire,2913,2095,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198720&listingType=true
2017,Bombardier,Challenger 350,N179KC,20676,Inquire,2532,957,GT,Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198780&listingType=true
2017,Bombardier,Challenger 350,OE-HIL,20698,17900000,2138,2003,RO,QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198772&listingType=true
2005,Bombardier,Challenger 300,N520RP,20032,Inquire,13925,7951,"TX, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=198261&listingType=true
2005,Bombardier,Challenger 300,M-MTOO,20050,Inquire,3416,1891,"FL, US",Element Aviation,https://www.aso.com/listings/spec/ViewAd.aspx?id=196638&listingType=true
2006,Bombardier,Challenger 300,N632BA,20113,10850000,4711,2818,"KY, US",Thoroughbred Aviation LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199232&listingType=true
2007,Bombardier,Challenger 300,N490CB,20147,9995000,4371,2345,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198158&listingType=true
2009,Bombardier,Challenger 300,N260BA,20251,Inquire,6114,4321,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198718&listingType=true
2012,Bombardier,Challenger 300,N88HD,20344,13000000,3588,2192,"CO, US",QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=197494&listingType=true
2012,Bombardier,Challenger 300,N399NC,20347,12500000,5023,2046,"CA, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198469&listingType=true
2013,Bombardier,Challenger 300,N546AD,20403,Inquire,4219,2268,"OH, US",FX Solutions ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197826&listingType=true
2013,Bombardier,Challenger 300,N91910,20426,Inquire,3515,2145,"TX, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199110&listingType=true
2005,Boeing,BBJ 737-700,,34260,Inquire,3821,1881,CH,Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199450&listingType=true
2000,Boeing,BBJ,,,Inquire,5660,1960,"FL, US",SmartJets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199455&listingType=true
2009,Boeing,BBJ,,,Inquire,2950,1050,"NC, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199457&listingType=true
2014,Boeing,BBJ,EI-TVG,60406,55500000,580,246,MC,Global Jet Monaco,https://www.aso.com/listings/spec/ViewAd.aspx?id=195601&listingType=true
1999,Boeing,757-200,VP-BBE,30232,Inquire,30684,10036,"IL, US",General Aviation Services,https://www.aso.com/listings/spec/ViewAd.aspx?id=196531&listingType=true
1991,Boeing,747-400,TJ-AMK,24975,Inquire,88886,15085,ID,"Corporate Concepts International, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=197902&listingType=true
1992,Boeing,737-300,PR-SDG,25426,Inquire,42200,39000,"FL, US",AEROSPEC LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199153&listingType=true
1981,Boeing,737-200,VP-CAD,22628,Inquire,7650,3071,"TX, US","Corporate Concepts International, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198024&listingType=true
1986,Boeing,737 (Executive) 2S9 Advanced,N370BC,23468,Inquire,19180,23192,"TX, US",Business Aviation,https://www.aso.com/listings/spec/ViewAd.aspx?id=45653&listingType=true
1981,Boeing,727 (Cargo),HP-1939UCG,22552,Inquire,60370,38605,PA,Coleman Jet Solutions LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=195160&listingType=true
2006,Beech,Premier I A,OM-TAA,RB-0149,1995000,3233,3443,SK,JETRON s.r.o.,https://www.aso.com/listings/spec/ViewAd.aspx?id=199201&listingType=true
2008,Beech,Premier I A,N936JG,RB-246,2150000,2337,2039,"FL, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=197746&listingType=true
2009,Beech,Premier I A,N514RR,RB-263,Inquire,4100,nan,"FL, US","Global Wings, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=192838&listingType=true
2005,Beech,Premier I,N372BW,RB-130,Inquire,5567,5396,"MO, US",Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197131&listingType=true
2001,Beech,Premier I,N414TE,RB-4,Inquire,2545,1671,"CT, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198714&listingType=true
2002,Beech,Premier I,D-IFCB,RB-41,1850000,2101,2144,DE,Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199017&listingType=true
2003,Beech,Premier I,N39RP,RB-77,Inquire,5231,4671,"ID, US",Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=194847&listingType=true
2000,Beech,Beechjet 400A,N440RC,RK-269,Inquire,4512,4056,"FL, US",Sky Aviation Holdings LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=196855&listingType=true
1986,Beech,Beechjet 400,N64VM,RJ-1,495000,8856,nan,"AZ, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198268&listingType=true
2013,Airbus,ACJ 320,,4388,Inquire,2526,673,HK,"Asian Sky Group, Ltd.",https://www.aso.com/listings/spec/ViewAd.aspx?id=199223&listingType=true
2000,Airbus,A340-300,N577TA,355,Inquire,50710,8768,"TX, US","Corporate Concepts International, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=197920&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=193696&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196312&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199047&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=194335&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199042&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198060&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198297&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199363&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197512&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199118&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199317&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196609&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199320&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199348&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198838&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199163&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199449&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197546&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196682&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=194128&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199362&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199424&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196870&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199314&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198516&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196476&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196043&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198795&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197609&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199315&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197760&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199312&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199313&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195659&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199380&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199330&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197235&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199244&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199316&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199073&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198006&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198407&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198919&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198173&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198926&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199018&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199381&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198188&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198399&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197669&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197953&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196483&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199360&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195037&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198450&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=194353&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=193047&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196554&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199319&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199321&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199063&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198489&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198989&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199311&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199135&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198782&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=190598&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=189169&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197366&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199168&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196379&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199243&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197031&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199448&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198689&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199169&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196188&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195302&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199181&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197448&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197216&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195768&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=192693&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198379&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197597&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199170&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196949&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198592&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=192692&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198912&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199084&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=182186&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198081&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198162&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196961&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198177&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198019&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197932&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199069&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197177&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197961&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199005&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199268&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195182&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198056&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198971&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199356&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199127&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199302&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199377&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197703&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197241&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199000&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197636&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198917&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199133&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199328&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199204&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198374&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199178&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199032&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198336&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195671&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199277&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195979&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197187&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199287&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197822&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198096&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199034&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198058&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198354&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196994&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198329&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198790&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198983&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199242&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199366&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199051&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198321&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=193950&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199188&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198921&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198981&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198234&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199336&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199445&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198094&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197735&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197742&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198836&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199364&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198750&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198748&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197423&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198550&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198189&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199185&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=176693&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199131&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198503&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198621&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197780&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196837&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197916&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198294&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197108&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197473&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199263&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197957&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196810&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198249&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196359&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198011&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198098&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196747&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196939&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199299&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199140&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197910&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198916&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196407&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198920&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198605&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196184&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198033&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198436&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198942&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198634&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199323&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198980&listingType=true
